month,category,monthly_income,prev_month_expense,savings_rate,expense_ratio,safe_spending_limit
4,Entertainment,244454,5616.18,0.977,0.023,161750.53
7,Bills,37063,4137.32,0.8884,0.1116,25029.0
6,Bills,43552,2911.86,0.9331,0.0669,30031.47
9,Medical,241184,13296.9,0.9449,0.0551,160010.77
6,Medical,124031,6530.97,0.9473,0.0527,81741.77
6,Groceries,34876,4752.79,0.8637,0.1363,23602.23
1,Shopping,450931,24926.1,0.9447,0.0553,313659.26
12,Food,49191,8977.34,0.8175,0.1825,35645.19
7,Rent,17068,3916.45,0.7705,0.2295,12150.08
5,Travel,15287,3337.3,0.7817,0.2183,10224.61
2,Entertainment,15185,1734.69,0.8858,0.1142,10517.3
5,Travel,83912,16293.57,0.8058,0.1942,60135.0
10,Bills,17697,1731.92,0.9021,0.0979,12427.77
6,Shopping,124326,4484.74,0.9639,0.0361,86724.64
11,Groceries,55495,9222.67,0.8338,0.1662,40878.63
8,Investment,44014,6178.45,0.8596,0.1404,29225.76
7,Bills,21197,2634.21,0.8757,0.1243,14470.75
1,Entertainment,190305,16776.5,0.9118,0.0882,131581.67
10,Groceries,185640,22092.99,0.881,0.119,140462.58
4,Medical,31040,1585.14,0.9489,0.0511,20578.68
10,Rent,308092,86934.73,0.7178,0.2822,208262.81
5,Shopping,20504,2909.76,0.8581,0.1419,14036.79
4,Travel,353361,37703.59,0.8933,0.1067,251080.26
6,Bills,22899,2911.29,0.8729,0.1271,15331.37
1,Bills,21687,1837.53,0.9153,0.0847,14668.3
12,Medical,108469,7583.45,0.9301,0.0699,75973.48
9,Bills,58726,4816.84,0.918,0.082,41781.33
5,Rent,16286,6169.23,0.6212,0.3788,11634.08
1,Shopping,49771,1923.37,0.9614,0.0386,35218.23
3,Groceries,406489,60131.9,0.8521,0.1479,291638.91
3,Investment,259400,65420.33,0.7478,0.2522,170581.48
2,Bills,93268,8226.94,0.9118,0.0882,61159.32
2,Rent,372822,88304.91,0.7631,0.2369,254787.03
1,Travel,69983,12958.35,0.8148,0.1852,48344.18
4,Food,83551,11322.38,0.8645,0.1355,55285.62
9,Rent,28532,6332.39,0.7781,0.2219,18642.48
8,Entertainment,43017,3946.1,0.9083,0.0917,30698.64
8,Food,163391,10229.36,0.9374,0.0626,106270.41
5,Rent,380321,87462.84,0.77,0.23,247316.32
9,Groceries,57645,5859.68,0.8983,0.1017,38975.76
11,Travel,18789,4688.95,0.7504,0.2496,14191.86
5,Shopping,133992,6073.89,0.9547,0.0453,90367.78
9,Medical,88405,5615.24,0.9365,0.0635,57678.92
7,Medical,469926,8468.8,0.982,0.018,331585.49
10,Entertainment,20851,1467.16,0.9296,0.0704,14183.36
5,Groceries,161877,16734.93,0.8966,0.1034,115892.19
10,Investment,17366,5321.8,0.6936,0.3064,12239.68
5,Rent,16280,5348.76,0.6715,0.3285,11371.18
9,Food,78403,16013.02,0.7958,0.2042,56082.78
8,Bills,112419,10150.8,0.9097,0.0903,76259.74
7,Travel,21164,4202.78,0.8014,0.1986,14739.69
11,Medical,114533,5383.44,0.953,0.047,80507.45
11,Shopping,197009,14409.39,0.9269,0.0731,139863.75
9,Groceries,95487,12353.41,0.8706,0.1294,62576.51
6,Groceries,63051,8702.36,0.862,0.138,43900.7
11,Medical,105782,13608.53,0.8714,0.1286,76518.05
7,Travel,70464,7054.26,0.8999,0.1001,50588.0
2,Shopping,97585,12489.91,0.872,0.128,64359.51
5,Bills,181329,9761.2,0.9462,0.0538,121291.81
1,Groceries,73116,9796.69,0.866,0.134,47713.47
3,Groceries,51890,6985.5,0.8654,0.1346,36487.64
11,Shopping,167564,13685.74,0.9183,0.0817,118043.93
3,Entertainment,107681,5910.06,0.9451,0.0549,73169.95
7,Medical,31599,2495.45,0.921,0.079,20559.43
1,Food,47856,5866.53,0.8774,0.1226,32399.51
8,Entertainment,97812,3214.88,0.9671,0.0329,64479.29
10,Travel,46648,3868.16,0.9171,0.0829,33046.01
4,Rent,48110,18991.18,0.6053,0.3947,32738.87
10,Investment,18876,5309.48,0.7187,0.2813,13532.66
7,Groceries,39319,4014.05,0.8979,0.1021,27094.76
3,Entertainment,81636,4111.45,0.9496,0.0504,57564.27
3,Investment,43430,6379.08,0.8531,0.1469,31131.53
7,Travel,427030,49139.24,0.8849,0.1151,304088.14
11,Groceries,19243,2539.84,0.868,0.132,13771.19
1,Bills,88342,10136.34,0.8853,0.1147,57520.09
10,Shopping,23285,1892.41,0.9187,0.0813,17310.98
7,Investment,20749,5847.85,0.7182,0.2818,13538.64
9,Entertainment,43689,978.88,0.9776,0.0224,30157.57
9,Rent,206734,42038.24,0.7967,0.2033,147268.36
6,Travel,53657,3738.85,0.9303,0.0697,37893.01
8,Rent,150694,27235.88,0.8193,0.1807,102213.11
7,Medical,86579,2978.6,0.9656,0.0344,58521.13
7,Investment,16081,3752.65,0.7666,0.2334,11304.81
1,Rent,116674,28049.38,0.7596,0.2404,82937.45
8,Shopping,182833,7211.81,0.9606,0.0394,126066.01
3,Travel,265657,39274.56,0.8522,0.1478,183729.49
5,Investment,38556,5485.49,0.8577,0.1423,25539.54
10,Rent,228462,65366.75,0.7139,0.2861,161957.82
12,Food,94567,15719.59,0.8338,0.1662,70915.36
1,Food,98048,8661.09,0.9117,0.0883,67026.5
5,Food,179427,20438.38,0.8861,0.1139,127452.36
4,Shopping,34333,2871.68,0.9164,0.0836,22869.47
5,Investment,37700,3280.35,0.913,0.087,25839.44
5,Bills,149334,11377.18,0.9238,0.0762,107464.18
2,Travel,136791,23975.81,0.8247,0.1753,94997.01
1,Bills,31934,4364.97,0.8633,0.1367,21183.3
2,Rent,97047,30652.85,0.6841,0.3159,66615.32
7,Bills,21929,1441.73,0.9343,0.0657,14368.38
12,Bills,353448,36876.87,0.8957,0.1043,243664.24
4,Shopping,258150,23613.41,0.9085,0.0915,169249.07
11,Food,356173,16584.04,0.9534,0.0466,265468.36
3,Food,288781,28551.11,0.9011,0.0989,188796.99
10,Food,383962,35362.65,0.9079,0.0921,270659.35
1,Bills,33361,3492.36,0.8953,0.1047,22910.2
12,Bills,21923,2893.05,0.868,0.132,15595.11
8,Investment,27576,6457.01,0.7658,0.2342,18995.09
1,Rent,115298,23296.98,0.7979,0.2021,82411.36
10,Investment,376228,75060.57,0.8005,0.1995,282797.52
6,Investment,97030,10978.5,0.8869,0.1131,67002.17
5,Shopping,193694,18328.71,0.9054,0.0946,133247.07
9,Travel,163541,22363.54,0.8633,0.1367,111191.38
11,Medical,180195,18497.31,0.8973,0.1027,130577.11
2,Travel,55155,8163.58,0.852,0.148,38414.09
4,Travel,116466,2813.06,0.9758,0.0242,83166.48
8,Medical,33572,1583.72,0.9528,0.0472,23478.02
9,Bills,42238,2956.75,0.93,0.07,28162.42
3,Entertainment,245297,11105.08,0.9547,0.0453,166794.57
8,Rent,22238,6417.79,0.7114,0.2886,15788.17
6,Travel,44966,7496.66,0.8333,0.1667,31609.11
7,Groceries,36448,4681.89,0.8715,0.1285,23953.16
12,Bills,74962,10310.81,0.8625,0.1375,55248.14
1,Medical,93989,7873.07,0.9162,0.0838,65194.65
11,Groceries,180396,31834.15,0.8235,0.1765,130818.53
6,Bills,142399,17326.02,0.8783,0.1217,93639.72
7,Groceries,327300,29349.52,0.9103,0.0897,220003.09
8,Medical,34480,2618.89,0.924,0.076,23545.05
2,Rent,129398,19920.16,0.8461,0.1539,92589.74
3,Travel,159992,20267.04,0.8733,0.1267,104501.03
4,Entertainment,24301,1278.24,0.9474,0.0526,16870.15
4,Groceries,18614,3453.35,0.8145,0.1855,12609.74
1,Rent,75978,31609.1,0.584,0.416,54337.43
12,Entertainment,20229,1715.26,0.9152,0.0848,14990.19
6,Food,88083,14985.69,0.8299,0.1701,60096.37
5,Rent,154826,38328.0,0.7524,0.2476,108866.57
2,Shopping,199846,21783.5,0.891,0.109,138881.68
9,Food,19051,2786.72,0.8537,0.1463,13307.98
8,Investment,124631,9005.51,0.9277,0.0723,85010.09
1,Investment,421868,44536.17,0.8944,0.1056,301048.26
7,Entertainment,196282,3441.2,0.9825,0.0175,136610.93
2,Investment,66031,11375.57,0.8277,0.1723,43256.39
1,Travel,15329,1427.99,0.9068,0.0932,10935.34
9,Food,72573,12450.42,0.8284,0.1716,48645.35
5,Medical,73881,6492.05,0.9121,0.0879,48463.03
3,Rent,208885,56152.54,0.7312,0.2688,138224.16
2,Shopping,427650,30030.74,0.9298,0.0702,290548.45
3,Rent,29060,11915.4,0.59,0.41,19829.18
1,Investment,181926,15449.47,0.9151,0.0849,128771.48
3,Shopping,17551,1919.07,0.8907,0.1093,11498.16
2,Medical,360590,19355.75,0.9463,0.0537,255327.96
8,Travel,241083,29252.11,0.8787,0.1213,160928.24
1,Investment,144939,32795.95,0.7737,0.2263,103182.38
11,Bills,92744,8652.86,0.9067,0.0933,64609.27
2,Food,242301,43160.56,0.8219,0.1781,158927.58
6,Food,324737,19599.69,0.9396,0.0604,230022.01
9,Investment,146359,41300.26,0.7178,0.2822,98607.79
6,Rent,42478,12047.41,0.7164,0.2836,30025.41
9,Shopping,76179,8723.96,0.8855,0.1145,52633.32
6,Medical,436794,14539.38,0.9667,0.0333,292876.65
1,Entertainment,26902,2589.07,0.9038,0.0962,17676.32
12,Shopping,15804,1876.18,0.8813,0.1187,11447.02
11,Food,343334,41971.9,0.8778,0.1222,245674.42
5,Travel,191177,20638.37,0.892,0.108,135483.97
6,Shopping,31944,2503.25,0.9216,0.0784,21011.26
5,Investment,116284,22884.24,0.8032,0.1968,75969.49
4,Entertainment,123788,9361.05,0.9244,0.0756,82190.7
8,Medical,42060,3001.68,0.9286,0.0714,27953.18
1,Food,34384,4717.4,0.8628,0.1372,23270.28
10,Bills,75942,6733.98,0.9113,0.0887,53486.84
7,Rent,141773,35403.53,0.7503,0.2497,92774.91
5,Bills,40004,4024.68,0.8994,0.1006,28173.72
7,Entertainment,21331,827.94,0.9612,0.0388,15282.96
12,Medical,64432,7210.32,0.8881,0.1119,47637.06
3,Food,118180,13535.28,0.8855,0.1145,84875.05
10,Shopping,27641,2063.86,0.9253,0.0747,19789.29
1,Medical,37926,2255.14,0.9405,0.0595,26065.38
3,Shopping,188738,10332.25,0.9453,0.0547,126503.9
4,Bills,69251,3586.24,0.9482,0.0518,46683.49
2,Entertainment,155478,2461.32,0.9842,0.0158,104753.85
1,Groceries,494026,64936.56,0.8686,0.1314,350361.77
9,Food,39892,6082.58,0.8475,0.1525,26293.21
1,Investment,54981,5961.18,0.8916,0.1084,35916.62
6,Bills,458642,22157.26,0.9517,0.0483,312730.4
7,Investment,224729,20349.15,0.9095,0.0905,148891.11
3,Food,24923,5785.02,0.7679,0.2321,17456.76
10,Bills,272474,29453.31,0.8919,0.1081,186735.36
10,Rent,24409,9741.45,0.6009,0.3991,17056.56
9,Medical,38478,2389.58,0.9379,0.0621,26512.89
3,Food,97905,10210.74,0.8957,0.1043,64858.2
9,Travel,112594,13594.2,0.8793,0.1207,76366.44
5,Shopping,90299,6780.85,0.9249,0.0751,61361.93
10,Travel,46209,9203.72,0.8008,0.1992,34820.9
6,Medical,65307,3859.23,0.9409,0.0591,44260.59
11,Groceries,323286,33327.17,0.8969,0.1031,226672.61
10,Investment,60006,15406.55,0.7432,0.2568,44262.51
10,Entertainment,41568,4111.95,0.9011,0.0989,30358.64
2,Food,33419,2583.43,0.9227,0.0773,23923.98
6,Entertainment,18121,502.01,0.9723,0.0277,12886.84
11,Food,426906,38797.87,0.9091,0.0909,322378.23
1,Entertainment,41752,2936.0,0.9297,0.0703,28776.97
4,Bills,16851,1749.11,0.8962,0.1038,11459.21
5,Travel,334343,29766.33,0.911,0.089,225471.04
10,Rent,75628,21519.66,0.7155,0.2845,54679.05
9,Groceries,78546,10328.91,0.8685,0.1315,56099.78
12,Groceries,77059,9709.85,0.874,0.126,52584.19
2,Investment,47659,9471.86,0.8013,0.1987,33372.21
5,Groceries,120634,7167.55,0.9406,0.0594,79708.51
8,Investment,444884,23494.34,0.9472,0.0528,294045.43
5,Shopping,113927,5326.38,0.9532,0.0468,75636.72
8,Bills,15969,1208.34,0.9243,0.0757,10567.65
11,Rent,77298,34114.61,0.5587,0.4413,52432.05
9,Shopping,277247,24152.71,0.9129,0.0871,190766.54
2,Travel,43048,4661.65,0.8917,0.1083,29185.9
6,Investment,22196,7480.5,0.663,0.337,14720.01
12,Medical,91635,7720.4,0.9157,0.0843,63994.31
1,Rent,165817,45580.4,0.7251,0.2749,113128.05
8,Medical,159831,2883.25,0.982,0.018,107724.04
2,Groceries,18291,2004.4,0.8904,0.1096,13120.01
7,Investment,15408,4410.24,0.7138,0.2862,10418.06
6,Medical,82289,4787.22,0.9418,0.0582,54730.28
12,Groceries,85886,13924.78,0.8379,0.1621,65007.56
6,Investment,64140,9328.99,0.8546,0.1454,45455.68
1,Food,161978,18384.49,0.8865,0.1135,111173.32
12,Medical,51949,2429.19,0.9532,0.0468,39349.0
6,Food,85329,7387.2,0.9134,0.0866,60630.69
9,Bills,127967,4427.02,0.9654,0.0346,84477.22
5,Medical,486905,31062.87,0.9362,0.0638,333057.2
2,Shopping,111240,3235.34,0.9709,0.0291,74879.62
10,Travel,462798,37097.15,0.9198,0.0802,343221.06
5,Rent,489858,108035.34,0.7795,0.2205,352338.85
4,Medical,34327,2295.69,0.9331,0.0669,23726.55
3,Groceries,20911,3040.71,0.8546,0.1454,13622.63
12,Travel,386314,73189.92,0.8105,0.1895,269573.17
8,Rent,32915,10492.8,0.6812,0.3188,22416.5
2,Medical,15909,1785.2,0.8878,0.1122,11140.47
2,Medical,143971,7005.03,0.9513,0.0487,93906.19
11,Entertainment,481571,28719.15,0.9404,0.0596,364755.87
2,Food,16344,3735.44,0.7714,0.2286,10868.61
7,Food,77973,8264.15,0.894,0.106,55047.78
5,Entertainment,18713,1205.3,0.9356,0.0644,12870.97
6,Entertainment,297335,20852.57,0.9299,0.0701,209759.28
2,Food,75315,7841.67,0.8959,0.1041,51212.81
10,Rent,361653,99012.09,0.7262,0.2738,255196.56
3,Travel,34032,5751.04,0.831,0.169,22908.5
6,Shopping,144938,10006.47,0.931,0.069,97432.92
7,Medical,79643,3446.37,0.9567,0.0433,52947.72
10,Food,440707,76982.16,0.8253,0.1747,314086.95
9,Travel,15152,2277.29,0.8497,0.1503,10580.36
3,Food,95051,20758.77,0.7816,0.2184,67132.15
3,Shopping,91560,4837.11,0.9472,0.0528,60270.07
7,Food,23591,4177.19,0.8229,0.1771,16850.22
9,Rent,305073,93678.19,0.6929,0.3071,213856.13
3,Food,498373,88641.17,0.8221,0.1779,333385.77
12,Medical,24560,1711.14,0.9303,0.0697,18354.56
6,Travel,246464,15012.82,0.9391,0.0609,173967.99
7,Food,26774,3232.85,0.8793,0.1207,17463.95
9,Shopping,17680,1723.28,0.9025,0.0975,11717.79
4,Entertainment,31742,3063.66,0.9035,0.0965,20739.36
10,Rent,237849,70619.41,0.7031,0.2969,167056.1
5,Travel,136284,13371.58,0.9019,0.0981,91483.42
7,Groceries,264176,20085.6,0.924,0.076,176188.19
4,Entertainment,330885,12566.17,0.962,0.038,226088.64
11,Bills,197994,13232.78,0.9332,0.0668,148222.73
8,Groceries,15743,3074.41,0.8047,0.1953,10481.2
8,Travel,491589,32425.79,0.934,0.066,336920.57
8,Travel,298086,44589.96,0.8504,0.1496,196115.62
1,Entertainment,165635,4369.01,0.9736,0.0264,109023.09
7,Food,418228,36991.43,0.9116,0.0884,296302.78
6,Bills,474643,20194.1,0.9575,0.0425,328187.58
5,Entertainment,33728,2717.21,0.9194,0.0806,23945.35
8,Bills,76184,5012.01,0.9342,0.0658,49678.11
6,Rent,154902,36860.66,0.762,0.238,100706.5
5,Travel,27408,4438.43,0.8381,0.1619,18011.03
8,Bills,124510,10544.73,0.9153,0.0847,85156.87
8,Entertainment,143721,3250.94,0.9774,0.0226,93820.4
11,Medical,419884,38110.67,0.9092,0.0908,296366.61
12,Medical,87280,4192.48,0.952,0.048,62149.15
6,Entertainment,22484,1658.73,0.9262,0.0738,15163.83
4,Bills,42606,4352.38,0.8978,0.1022,29815.15
5,Shopping,21547,3560.34,0.8348,0.1652,14093.65
10,Shopping,61917,5949.54,0.9039,0.0961,45573.06
5,Shopping,251369,21198.58,0.9157,0.0843,165078.54
4,Groceries,192437,24166.59,0.8744,0.1256,127310.02
4,Food,24814,4699.27,0.8106,0.1894,17562.5
4,Travel,24318,3921.17,0.8388,0.1612,16878.48
10,Groceries,18715,3291.57,0.8241,0.1759,13383.53
2,Travel,18174,1536.03,0.9155,0.0845,12383.56
12,Travel,208587,35516.87,0.8297,0.1703,151454.63
1,Shopping,70828,4016.3,0.9433,0.0567,47405.06
11,Rent,20140,7698.82,0.6177,0.3823,14734.8
3,Groceries,29020,2686.82,0.9074,0.0926,20752.38
6,Groceries,19888,3221.81,0.838,0.162,13951.24
6,Investment,485521,100901.15,0.7922,0.2078,340408.17
11,Rent,18527,7386.99,0.6013,0.3987,14143.83
1,Rent,20739,5053.56,0.7563,0.2437,14700.4
7,Investment,52034,12143.43,0.7666,0.2334,35408.47
1,Medical,134964,9499.01,0.9296,0.0704,90939.36
9,Bills,164684,8935.62,0.9457,0.0543,118480.33
5,Investment,183074,43576.7,0.762,0.238,128707.79
11,Rent,391651,106047.46,0.7292,0.2708,275222.32
4,Medical,187913,15559.59,0.9172,0.0828,124764.88
11,Food,19483,3288.41,0.8312,0.1688,14541.68
6,Bills,29165,2998.07,0.8972,0.1028,19818.92
2,Shopping,19412,1329.6,0.9315,0.0685,13736.08
6,Investment,291342,55722.39,0.8087,0.1913,194392.51
3,Bills,57966,4302.06,0.9258,0.0742,40877.34
10,Bills,48524,4779.97,0.9015,0.0985,34032.07
3,Bills,38935,2177.66,0.9441,0.0559,27670.01
1,Medical,59686,4668.85,0.9218,0.0782,42030.24
12,Bills,24685,3464.22,0.8597,0.1403,17471.48
11,Entertainment,102668,6697.69,0.9348,0.0652,70317.56
10,Investment,18710,1904.74,0.8982,0.1018,14131.04
3,Groceries,196147,16286.94,0.917,0.083,128425.51
7,Food,137483,27276.09,0.8016,0.1984,98015.16
10,Investment,30577,12884.99,0.5786,0.4214,21395.08
8,Investment,21633,3334.59,0.8459,0.1541,14651.1
3,Medical,18808,1757.25,0.9066,0.0934,12849.74
6,Shopping,138659,7134.92,0.9485,0.0515,98954.1
6,Bills,21058,2441.2,0.8841,0.1159,13911.71
4,Bills,74011,7946.73,0.8926,0.1074,48205.7
11,Bills,134576,19830.08,0.8526,0.1474,101656.56
4,Food,195611,26446.38,0.8648,0.1352,136034.08
9,Entertainment,23035,899.04,0.961,0.039,16558.66
10,Investment,81170,8264.0,0.8982,0.1018,57429.11
7,Rent,177969,50838.11,0.7143,0.2857,124243.59
3,Bills,330103,25587.26,0.9225,0.0775,218291.42
7,Food,26287,4952.02,0.8116,0.1884,18518.19
5,Food,170870,24593.07,0.8561,0.1439,118866.07
1,Entertainment,17741,1132.3,0.9362,0.0638,12626.07
7,Travel,24891,2387.93,0.9041,0.0959,16743.53
9,Food,143300,15634.65,0.8909,0.1091,101338.8
1,Bills,26418,1739.36,0.9342,0.0658,17569.65
3,Investment,22201,1231.2,0.9445,0.0555,14864.62
10,Investment,22205,1984.63,0.9106,0.0894,16151.97
11,Investment,429697,34576.17,0.9195,0.0805,290942.61
11,Shopping,24032,4947.87,0.7941,0.2059,17054.78
11,Investment,226532,59640.95,0.7367,0.2633,165875.15
4,Groceries,48109,7864.26,0.8365,0.1635,33239.69
8,Shopping,92690,9253.15,0.9002,0.0998,62959.08
7,Groceries,99433,13274.21,0.8665,0.1335,65133.57
3,Travel,299428,22521.17,0.9248,0.0752,213905.54
5,Bills,197700,11937.84,0.9396,0.0604,134138.46
12,Investment,23683,3996.35,0.8313,0.1687,17446.87
4,Bills,90487,9498.69,0.895,0.105,64815.76
12,Bills,306840,30083.73,0.902,0.098,231060.58
12,Medical,89401,7257.21,0.9188,0.0812,63475.03
5,Shopping,443545,22210.69,0.9499,0.0501,314054.6
10,Bills,280163,25979.32,0.9073,0.0927,209280.19
4,Travel,193003,6067.77,0.9686,0.0314,134939.24
11,Rent,206042,41418.92,0.799,0.201,150087.11
3,Groceries,28124,2661.52,0.9054,0.0946,19581.67
11,Travel,84578,3948.56,0.9533,0.0467,64516.27
6,Shopping,321946,27714.62,0.9139,0.0861,211721.53
4,Shopping,151126,8820.1,0.9416,0.0584,104940.77
8,Bills,41950,5509.66,0.8687,0.1313,27333.03
8,Travel,466070,58354.69,0.8748,0.1252,333522.08
12,Investment,452090,115760.79,0.7439,0.2561,306022.5
12,Entertainment,117763,8107.52,0.9312,0.0688,82826.42
3,Bills,21163,1338.97,0.9367,0.0633,14733.98
2,Entertainment,299181,19970.8,0.9332,0.0668,197098.56
7,Groceries,403900,50480.62,0.875,0.125,281967.23
7,Groceries,264641,26956.84,0.8981,0.1019,175090.91
8,Entertainment,127122,2772.81,0.9782,0.0218,87969.1
6,Medical,37544,2820.75,0.9249,0.0751,25457.9
8,Investment,180773,40436.29,0.7763,0.2237,126985.2
8,Entertainment,409204,27276.29,0.9333,0.0667,273130.65
9,Groceries,396805,55857.83,0.8592,0.1408,282261.37
1,Rent,22097,8012.34,0.6374,0.3626,15164.95
2,Rent,47101,16974.05,0.6396,0.3604,32895.08
3,Food,39039,5599.78,0.8566,0.1434,26143.79
6,Groceries,273935,22736.89,0.917,0.083,180439.51
11,Food,49452,4152.62,0.916,0.084,35770.95
7,Shopping,150964,10972.26,0.9273,0.0727,107282.19
2,Bills,222755,14152.47,0.9365,0.0635,147742.38
1,Investment,156732,20305.16,0.8704,0.1296,108874.09
12,Rent,23954,11993.98,0.4993,0.5007,16431.42
2,Groceries,86438,15103.2,0.8253,0.1747,58042.66
4,Entertainment,38087,1293.13,0.966,0.034,26085.99
12,Food,23981,3142.9,0.8689,0.1311,17434.62
7,Medical,34597,876.87,0.9747,0.0253,23515.99
11,Groceries,24887,4134.45,0.8339,0.1661,17913.74
10,Investment,422835,64173.43,0.8482,0.1518,308657.87
1,Entertainment,73049,4491.86,0.9385,0.0615,49442.31
9,Bills,247647,22259.65,0.9101,0.0899,171613.34
10,Travel,46214,10037.48,0.7828,0.2172,31421.88
2,Travel,247003,24975.17,0.8989,0.1011,168389.68
3,Shopping,15365,2006.8,0.8694,0.1306,10903.98
12,Travel,20563,5065.07,0.7537,0.2463,14387.2
8,Groceries,205434,11773.5,0.9427,0.0573,143865.21
1,Food,216213,27916.15,0.8709,0.1291,153380.05
10,Rent,263823,62683.72,0.7624,0.2376,198935.75
4,Shopping,16901,940.06,0.9444,0.0556,12044.16
4,Rent,92298,26971.42,0.7078,0.2922,63053.42
7,Groceries,48830,3425.73,0.9298,0.0702,32298.85
4,Shopping,177692,8037.02,0.9548,0.0452,122533.53
5,Entertainment,38175,2046.99,0.9464,0.0536,26717.26
6,Food,32819,2104.27,0.9359,0.0641,23217.87
1,Medical,32531,2620.34,0.9195,0.0805,21620.11
3,Investment,250248,23983.14,0.9042,0.0958,171836.85
3,Food,19055,2681.91,0.8593,0.1407,12683.07
9,Investment,451879,26726.22,0.9409,0.0591,319006.86
11,Bills,23815,2569.1,0.8921,0.1079,17107.07
9,Groceries,66138,9334.16,0.8589,0.1411,44846.32
11,Bills,70946,11958.17,0.8314,0.1686,54356.38
6,Groceries,83934,11815.28,0.8592,0.1408,56551.97
9,Investment,16148,3503.61,0.783,0.217,11462.23
8,Food,21207,3147.02,0.8516,0.1484,14918.23
9,Travel,374394,38611.53,0.8969,0.1031,252930.29
10,Rent,17092,6658.99,0.6104,0.3896,12603.37
8,Shopping,72710,5260.27,0.9277,0.0723,51053.48
12,Medical,15239,1784.0,0.8829,0.1171,11159.77
2,Medical,49707,3058.33,0.9385,0.0615,34684.13
11,Shopping,33863,7213.26,0.787,0.213,23425.01
1,Rent,235516,62469.78,0.7348,0.2652,154397.21
2,Investment,157515,22923.05,0.8545,0.1455,102898.74
1,Entertainment,60520,1519.75,0.9749,0.0251,39673.98
8,Rent,315526,45351.25,0.8563,0.1437,215684.93
3,Food,44552,3332.79,0.9252,0.0748,29295.82
4,Groceries,141006,10122.39,0.9282,0.0718,92664.48
2,Bills,17022,1579.02,0.9072,0.0928,12253.78
9,Entertainment,58455,6228.03,0.8935,0.1065,40294.84
9,Investment,19865,4898.98,0.7534,0.2466,13914.95
7,Investment,265501,22094.13,0.9168,0.0832,181309.45
7,Groceries,157181,12526.12,0.9203,0.0797,109686.25
2,Bills,95107,5979.78,0.9371,0.0629,65708.64
2,Medical,467296,20695.6,0.9557,0.0443,309934.84
12,Bills,247099,15682.49,0.9365,0.0635,175051.2
2,Rent,42013,10872.72,0.7412,0.2588,27767.17
7,Food,136080,8611.27,0.9367,0.0633,93141.51
5,Investment,114803,22538.45,0.8037,0.1963,74885.9
11,Medical,229796,8494.63,0.963,0.037,166472.82
2,Travel,21787,3051.72,0.8599,0.1401,14473.39
5,Rent,345763,60238.81,0.8258,0.1742,231061.95
1,Food,141478,20166.21,0.8575,0.1425,99637.11
9,Medical,18529,834.3,0.955,0.045,12417.42
12,Rent,18012,6833.37,0.6206,0.3794,12948.54
8,Shopping,104045,5251.04,0.9495,0.0505,74753.84
11,Groceries,41119,5698.57,0.8614,0.1386,28791.17
10,Shopping,47656,5156.15,0.8918,0.1082,35524.89
9,Bills,29341,2196.81,0.9251,0.0749,20064.48
8,Medical,130307,8051.59,0.9382,0.0618,85682.11
12,Bills,84426,6122.51,0.9275,0.0725,62580.2
6,Medical,19039,426.91,0.9776,0.0224,13009.46
3,Shopping,394583,53983.68,0.8632,0.1368,272275.68
4,Rent,140227,42982.98,0.6935,0.3065,92324.83
4,Travel,392928,11982.75,0.9695,0.0305,267104.31
3,Shopping,127491,10443.46,0.9181,0.0819,86266.33
3,Food,74968,14204.03,0.8105,0.1895,50462.95
11,Shopping,36775,5878.75,0.8401,0.1599,26345.77
12,Food,170359,34784.18,0.7958,0.2042,122922.85
12,Investment,471493,90439.85,0.8082,0.1918,341343.59
5,Shopping,37407,1532.15,0.959,0.041,24881.63
12,Travel,16532,2660.33,0.8391,0.1609,11744.84
3,Travel,24127,2806.12,0.8837,0.1163,16789.39
9,Rent,132822,27657.84,0.7918,0.2082,88091.19
7,Shopping,177178,11132.81,0.9372,0.0628,119172.53
10,Medical,21008,829.01,0.9605,0.0395,14945.05
4,Travel,394540,68686.77,0.8259,0.1741,280828.76
10,Groceries,19914,3111.55,0.8438,0.1562,14356.2
2,Medical,246023,12297.84,0.95,0.05,168360.09
7,Rent,84754,22706.68,0.7321,0.2679,59325.14
9,Investment,145306,21522.31,0.8519,0.1481,98532.1
7,Travel,384705,42558.17,0.8894,0.1106,267858.25
2,Bills,117657,9751.68,0.9171,0.0829,80172.86
9,Food,17419,1828.99,0.895,0.105,11971.78
5,Investment,119952,8942.53,0.9254,0.0746,78884.54
4,Rent,105650,28590.55,0.7294,0.2706,74055.8
12,Investment,184881,27946.83,0.8488,0.1512,130007.5
1,Medical,111004,6225.64,0.9439,0.0561,79561.44
4,Shopping,42108,2521.83,0.9401,0.0599,29524.48
8,Bills,49333,3809.52,0.9228,0.0772,34629.98
5,Travel,184643,25503.21,0.8619,0.1381,125716.59
10,Bills,105769,9003.19,0.9149,0.0851,73716.11
4,Bills,83742,8248.45,0.9015,0.0985,59009.08
5,Travel,24771,3860.36,0.8442,0.1558,16456.43
7,Groceries,28322,2930.85,0.8965,0.1035,19096.45
12,Food,70707,21295.17,0.6988,0.3012,53159.51
1,Groceries,15850,1937.69,0.8777,0.1223,10851.74
7,Investment,51415,9576.85,0.8137,0.1863,34713.84
9,Investment,73254,17839.37,0.7565,0.2435,51437.93
5,Food,48124,7350.82,0.8473,0.1527,33728.74
